Year,Name,Population 0-14,Population 15-64,Population 65+,Births,Deaths,Migrations
2003-01-01,Seychelles,21380.0,54719.0,5950.0,1455.0,661.0,110.0
2004-01-01,Seychelles,21195.0,55771.0,5987.0,1414.0,655.0,110.0
2005-01-01,Seychelles,20982.0,56825.0,6015.0,1413.0,649.0,89.0
2006-01-01,Seychelles,20701.0,57945.0,6029.0,1404.0,645.0,95.0
2007-01-01,Seychelles,20430.0,59046.0,6053.0,1397.0,643.0,95.0
2008-01-01,Seychelles,20166.0,60131.0,6081.0,1387.0,640.0,95.0
2009-01-01,Seychelles,19881.0,61217.0,6122.0,1373.0,638.0,98.0
2010-01-01,Seychelles,19652.0,62232.0,6169.0,1369.0,637.0,94.0
2011-01-01,Seychelles,19423.0,63212.0,6244.0,1360.0,636.0,95.0
2012-01-01,Seychelles,19239.0,64128.0,6331.0,1350.0,636.0,96.0
2013-01-01,Seychelles,19150.0,64917.0,6441.0,1335.0,637.0,100.0
2014-01-01,Seychelles,19057.0,65676.0,6573.0,1315.0,638.0,102.0
2015-01-01,Seychelles,18901.0,66484.0,6700.0,1302.0,639.0,99.0
2016-01-01,Seychelles,18742.0,67250.0,6855.0,1290.0,641.0,99.0
2017-01-01,Seychelles,18593.0,67963.0,7039.0,1275.0,645.0,102.0
2018-01-01,Seychelles,18406.0,68673.0,7248.0,1256.0,648.0,103.0
2019-01-01,Seychelles,18210.0,69317.0,7511.0,1235.0,652.0,105.0
2020-01-01,Seychelles,18037.0,69855.0,7834.0,1217.0,658.0,102.0
2021-01-01,Seychelles,17867.0,70298.0,8222.0,1200.0,667.0,97.0
2022-01-01,Seychelles,17698.0,70602.0,8717.0,1181.0,674.0,93.0
1991-01-01,Singapore,685705.0,2299175.0,175981.0,59611.0,14333.0,68251.0
1992-01-01,Singapore,713823.0,2377626.0,182941.0,62023.0,14461.0,67545.0
1993-01-01,Singapore,744656.0,2454534.0,190307.0,62534.0,14946.0,68674.0
1994-01-01,Singapore,773575.0,2534418.0,197766.0,62599.0,15569.0,68966.0
1995-01-01,Singapore,801264.0,2615373.0,205118.0,63383.0,15590.0,68305.0
1996-01-01,Singapore,827947.0,2697827.0,212079.0,62744.0,15305.0,68864.0
1997-01-01,Singapore,854629.0,2779861.0,219666.0,58981.0,15657.0,70745.0
1998-01-01,Singapore,877739.0,2862574.0,227912.0,59804.0,15516.0,68206.0
1999-01-01,Singapore,901412.0,2942333.0,236974.0,66447.0,15693.0,65454.0
2000-01-01,Singapore,925908.0,3023003.0,248016.0,59386.0,15367.0,80821.0
2001-01-01,Singapore,955574.0,3109557.0,256636.0,58603.0,15820.0,83437.0
2002-01-01,Singapore,984128.0,3199383.0,264476.0,55149.0,16036.0,77851.0
2003-01-01,Singapore,999392.0,3290386.0,275173.0,55482.0,15860.0,68960.0
2004-01-01,Singapore,1005426.0,3377660.0,290447.0,56286.0,16215.0,62187.0
2005-01-01,Singapore,1014281.0,3454777.0,306733.0,57939.0,16393.0,54873.0
2006-01-01,Singapore,1011574.0,3537168.0,323468.0,59140.0,17140.0,48581.0
2007-01-01,Singapore,1008149.0,3618663.0,335979.0,59322.0,17226.0,41958.0
2008-01-01,Singapore,1001839.0,3697577.0,347429.0,56930.0,17105.0,36339.0
2009-01-01,Singapore,991617.0,3768782.0,362610.0,53965.0,17529.0,30097.0
2010-01-01,Singapore,977367.0,3839790.0,372385.0,56782.0,17914.0,23784.0
2011-01-01,Singapore,962627.0,3901303.0,388264.0,61233.0,18332.0,22983.0
2012-01-01,Singapore,952265.0,3948278.0,417535.0,56829.0,18757.0,27415.0
2013-01-01,Singapore,944801.0,3992615.0,446149.0,59796.0,19207.0,23742.0
2014-01-01,Singapore,938617.0,4032865.0,476414.0,59221.0,19669.0,25518.0
2015-01-01,Singapore,930211.0,4074997.0,507758.0,57365.0,20146.0,26167.0
2016-01-01,Singapore,920973.0,4116112.0,539267.0,55278.0,20657.0,26299.0
2017-01-01,Singapore,914544.0,4149769.0,572959.0,54111.0,21181.0,25845.0
2018-01-01,Singapore,909373.0,4177933.0,608741.0,53910.0,21740.0,25380.0
2019-01-01,Singapore,905738.0,4200624.0,647235.0,53506.0,22301.0,25483.0
2020-01-01,Singapore,901840.0,4221756.0,686689.0,53586.0,23083.0,25351.0
2021-01-01,Singapore,897103.0,4239688.0,729348.0,53616.0,23934.0,25410.0
2022-01-01,Singapore,891448.0,4255659.0,774124.0,53429.0,24806.0,25529.0
1991-01-01,Slovenia,405971.0,1374537.0,218972.0,19982.0,19333.0,-919.0
1992-01-01,Slovenia,395552.0,1378920.0,224738.0,19793.0,20012.0,934.0
1993-01-01,Slovenia,385184.0,1383728.0,231013.0,19463.0,19359.0,1006.0
1994-01-01,Slovenia,374545.0,1389016.0,237474.0,18980.0,18968.0,1779.0
1995-01-01,Slovenia,363663.0,1394115.0,245048.0,18788.0,18620.0,4434.0
1996-01-01,Slovenia,353450.0,1400817.0,253161.0,18165.0,18928.0,4946.0
1997-01-01,Slovenia,343780.0,1407023.0,260808.0,17856.0,19039.0,377.0
1998-01-01,Slovenia,334285.0,1408586.0,267934.0,17533.0,18885.0,198.0
1999-01-01,Slovenia,325115.0,1409898.0,274638.0,18180.0,18588.0,1999.0
2000-01-01,Slovenia,316613.0,1413389.0,281240.0,17477.0,18508.0,3112.0
2001-01-01,Slovenia,308880.0,1416354.0,288089.0,17501.0,18701.0,2514.0
2002-01-01,Slovenia,301041.0,1418774.0,294822.0,17321.0,19451.0,3104.0
2003-01-01,Slovenia,293127.0,1421681.0,300803.0,17961.0,18523.0,1873.0
2004-01-01,Slovenia,286591.0,1423234.0,307097.0,18157.0,18825.0,4223.0
2005-01-01,Slovenia,282164.0,1424298.0,314015.0,18932.0,18180.0,5641.0
2006-01-01,Slovenia,279434.0,1426399.0,321037.0,19823.0,18584.0,10015.0
2007-01-01,Slovenia,278679.0,1431003.0,328442.0,21817.0,18308.0,15282.0
2008-01-01,Slovenia,280695.0,1439894.0,336326.0,21856.0,18750.0,15247.0
2009-01-01,Slovenia,284180.0,1448213.0,342875.0,22343.0,18609.0,5180.0
2010-01-01,Slovenia,287678.0,1450350.0,346154.0,21947.0,18699.0,1012.0
2011-01-01,Slovenia,291253.0,1446789.0,350400.0,21938.0,19257.0,1635.0
2012-01-01,Slovenia,295019.0,1439538.0,358201.0,21111.0,19334.0,1017.0
2013-01-01,Slovenia,298621.0,1430016.0,366915.0,21165.0,18886.0,-252.0
2014-01-01,Slovenia,301871.0,1419001.0,376707.0,20641.0,19834.0,745.0
2015-01-01,Slovenia,304724.0,1406373.0,388034.0,20345.0,20228.0,1124.0
2016-01-01,Slovenia,307128.0,1393592.0,399652.0,19828.0,20601.0,1770.0
2017-01-01,Slovenia,309292.0,1380869.0,411208.0,19311.0,20955.0,2306.0
2018-01-01,Slovenia,311058.0,1367795.0,423178.0,18805.0,21294.0,2839.0
2019-01-01,Slovenia,312018.0,1355619.0,434744.0,18320.0,21617.0,3368.0
2020-01-01,Slovenia,312105.0,1344376.0,445971.0,17866.0,21734.0,3522.0
2021-01-01,Slovenia,311317.0,1333688.0,457101.0,17445.0,21848.0,3505.0
2022-01-01,Slovenia,309315.0,1324305.0,467588.0,17057.0,21964.0,3489.0
1991-01-01,Spain,7548218.0,26418050.0,5495150.0,396747.0,331515.0,25775.0
1992-01-01,Spain,7277784.0,26628642.0,5645999.0,385786.0,339661.0,39146.0
1993-01-01,Spain,7025385.0,26816283.0,5796028.0,370148.0,338242.0,38282.0
1994-01-01,Spain,6778901.0,26977198.0,5951785.0,363469.0,346227.0,39582.0
1995-01-01,Spain,6554108.0,27101763.0,6108837.0,362626.0,351449.0,44676.0
1996-01-01,Spain,6359762.0,27192150.0,6268649.0,369035.0,349521.0,67161.0
1997-01-01,Spain,6197454.0,27286580.0,6423202.0,365193.0,360167.0,133841.0
1998-01-01,Spain,6068254.0,27399050.0,6578799.0,380130.0,371102.0,196304.0
1999-01-01,Spain,5978474.0,27556052.0,6716909.0,397632.0,359148.0,299085.0
2000-01-01,Spain,5938269.0,27805331.0,6845404.0,406380.0,360131.0,411641.0
2001-01-01,Spain,5950982.0,28109940.0,6985972.0,418846.0,368618.0,542492.0
2002-01-01,Spain,6003682.0,28523654.0,7112278.0,441881.0,384828.0,624361.0
2003-01-01,Spain,6092891.0,29044598.0,7183539.0,454591.0,371934.0,596472.0
2004-01-01,Spain,6201828.0,29578570.0,7219759.0,466371.0,387355.0,625194.0
2005-01-01,Spain,6321867.0,30097799.0,7284701.0,482957.0,371478.0,615904.0
2006-01-01,Spain,6455262.0,30580155.0,7396333.0,491183.0,387368.0,676071.0
2007-01-01,Spain,6601586.0,31132834.0,7477216.0,519779.0,386324.0,565274.0
2008-01-01,Spain,6750723.0,31561009.0,7598633.0,494997.0,384933.0,269895.0
2009-01-01,Spain,6862948.0,31686388.0,7740988.0,486524.0,382047.0,17691.0
2010-01-01,Spain,6932933.0,31595086.0,7884473.0,471999.0,387911.0,-29992.0
2011-01-01,Spain,6987897.0,31451931.0,8026760.0,454648.0,402950.0,-73931.0
2012-01-01,Spain,7017453.0,31279495.0,8147407.0,425715.0,390419.0,-188841.0
2013-01-01,Spain,7009036.0,30984232.0,8297542.0,427595.0,395830.0,-171488.0
2014-01-01,Spain,6989106.0,30711739.0,8450242.0,420290.0,422568.0,-31347.0
2015-01-01,Spain,6972083.0,30571810.0,8573569.0,410583.0,410611.0,41705.0
2016-01-01,Spain,6950910.0,30518286.0,8689943.0,393181.0,424523.0,141004.0
2017-01-01,Spain,6921252.0,30526368.0,8821181.0,372777.0,427721.0,260516.0
2018-01-01,Spain,6878138.0,30630506.0,8965729.0,360617.0,418703.0,395766.0
2019-01-01,Spain,6825221.0,30867581.0,9119251.0,339206.0,492930.0,383058.0
2020-01-01,Spain,6736124.0,31054455.0,9250808.0,337271.0,487025.0,211488.0
2021-01-01,Spain,6607234.0,31130899.0,9364988.0,336329.0,481842.0,205810.0
2022-01-01,Spain,6467802.0,31189755.0,9505861.0,336342.0,477219.0,200072.0
1991-01-01,Sweden,1591556.0,5543397.0,1533159.0,122848.0,94678.0,22585.0
1992-01-01,Sweden,1622356.0,5560138.0,1536373.0,117998.0,96955.0,29374.0
1993-01-01,Sweden,1650499.0,5581578.0,1537207.0,112257.0,91817.0,41769.0
1994-01-01,Sweden,1675687.0,5616931.0,1538875.0,103422.0,93910.0,36885.0
1995-01-01,Sweden,1690258.0,5645585.0,1542047.0,95297.0,94036.0,13083.0
1996-01-01,Sweden,1690783.0,5659295.0,1542156.0,90502.0,93278.0,8161.0
1997-01-01,Sweden,1685536.0,5672721.0,1539362.0,89028.0,93271.0,9308.0
1998-01-01,Sweden,1677647.0,5689862.0,1535175.0,88173.0,94726.0,13659.0
1999-01-01,Sweden,1666282.0,5712059.0,1531449.0,90441.0,93461.0,17584.0
2000-01-01,Sweden,1652751.0,5741201.0,1530402.0,91466.0,93752.0,26243.0
2001-01-01,Sweden,1639621.0,5776215.0,1532475.0,95815.0,95009.0,28321.0
2002-01-01,Sweden,1624897.0,5815898.0,1536643.0,99157.0,92961.0,27230.0
2003-01-01,Sweden,1608521.0,5857185.0,1545158.0,100928.0,90532.0,25007.0
2004-01-01,Sweden,1588938.0,5900635.0,1556694.0,101346.0,91710.0,26657.0
2005-01-01,Sweden,1566867.0,5944815.0,1570878.0,105913.0,91177.0,36426.0
2006-01-01,Sweden,1551342.0,5989112.0,1593268.0,107421.0,91729.0,51976.0
2007-01-01,Sweden,1541696.0,6033318.0,1626376.0,109301.0,91449.0,53891.0
2008-01-01,Sweden,1536726.0,6069078.0,1667329.0,111801.0,90080.0,57523.0
2009-01-01,Sweden,1539164.0,6099498.0,1713715.0,115641.0,90487.0,54777.0
2010-01-01,Sweden,1549752.0,6120960.0,1761596.0,111770.0,89938.0,49279.0
2011-01-01,Sweden,1566560.0,6128891.0,1807968.0,113177.0,91938.0,48597.0
2012-01-01,Sweden,1589479.0,6131748.0,1852028.0,113543.0,90402.0,51251.0
2013-01-01,Sweden,1617217.0,6137606.0,1892824.0,114868.0,88976.0,63035.0
2014-01-01,Sweden,1649367.0,6156545.0,1930662.0,114812.0,90907.0,78063.0
2015-01-01,Sweden,1684558.0,6190160.0,1963824.0,117372.0,90982.0,96527.0
2016-01-01,Sweden,1724018.0,6243497.0,1993944.0,115345.0,91972.0,109506.0
2017-01-01,Sweden,1762136.0,6307784.0,2024418.0,115774.0,92185.0,92136.0
2018-01-01,Sweden,1791035.0,6366260.0,2052768.0,114454.0,88766.0,75804.0
2019-01-01,Sweden,1810898.0,6418176.0,2082481.0,113014.0,98124.0,56233.0
2020-01-01,Sweden,1819682.0,6451792.0,2111204.0,113463.0,98506.0,34600.0
2021-01-01,Sweden,1821239.0,6475561.0,2135435.0,113586.0,99197.0,37023.0
2022-01-01,Sweden,1820750.0,6504540.0,2158357.0,113423.0,100121.0,39389.0
1991-01-01,Switzerland,1173050.0,4753437.0,998590.0,86910.0,62302.0,50925.0
1992-01-01,Switzerland,1199774.0,4790777.0,1010059.0,83762.0,62512.0,42161.0
1993-01-01,Switzerland,1222133.0,4820442.0,1021446.0,82980.0,61987.0,35974.0
1994-01-01,Switzerland,1238840.0,4848270.0,1033878.0,82203.0,63387.0,24408.0
1995-01-01,Switzerland,1249453.0,4867745.0,1047014.0,83007.0,62637.0,4196.0
1996-01-01,Switzerland,1255281.0,4874142.0,1059355.0,80584.0,62839.0,-4359.0
1997-01-01,Switzerland,1256247.0,4874415.0,1071502.0,78949.0,62569.0,-1498.0
1998-01-01,Switzerland,1255333.0,4877870.0,1083843.0,78408.0,62503.0,9548.0
1999-01-01,Switzerland,1255390.0,4889719.0,1097390.0,78458.0,62528.0,18822.0
2000-01-01,Switzerland,1254869.0,4910445.0,1111937.0,72295.0,61228.0,22229.0
2001-01-01,Switzerland,1251044.0,4933712.0,1125791.0,72372.0,61768.0,22838.0
2002-01-01,Switzerland,1244407.0,4962172.0,1137410.0,71848.0,63070.0,25876.0
2003-01-01,Switzerland,1235180.0,4994889.0,1148574.0,73082.0,60180.0,23829.0
2004-01-01,Switzerland,1224593.0,5028996.0,1161785.0,72903.0,61124.0,30201.0
2005-01-01,Switzerland,1215217.0,5064697.0,1177440.0,73371.0,60283.0,37188.0
2006-01-01,Switzerland,1205108.0,5105847.0,1196675.0,74494.0,61089.0,65869.0
2007-01-01,Switzerland,1198443.0,5167697.0,1220764.0,76691.0,61233.0,97860.0
2008-01-01,Switzerland,1198595.0,5252783.0,1248844.0,78286.0,62476.0,100709.0
2009-01-01,Switzerland,1202632.0,5335037.0,1279072.0,80290.0,62649.0,103115.0
2010-01-01,Switzerland,1209504.0,5417688.0,1310305.0,80808.0,62091.0,71634.0
2011-01-01,Switzerland,1212401.0,5471332.0,1344115.0,82164.0,64173.0,31703.0
2012-01-01,Switzerland,1210616.0,5488289.0,1378637.0,82731.0,64961.0,45448.0
2013-01-01,Switzerland,1212446.0,5515986.0,1412328.0,85287.0,63938.0,50600.0
2014-01-01,Switzerland,1217572.0,5549134.0,1446003.0,86559.0,67606.0,50481.0
2015-01-01,Switzerland,1223983.0,5579072.0,1479088.0,87883.0,64964.0,49206.0
2016-01-01,Switzerland,1235502.0,5608413.0,1510353.0,87381.0,66971.0,43979.0
2017-01-01,Switzerland,1249068.0,5626547.0,1543042.0,87851.0,67088.0,31468.0
2018-01-01,Switzerland,1260967.0,5633576.0,1576345.0,86172.0,67780.0,36036.0
2019-01-01,Switzerland,1271760.0,5642423.0,1611133.0,85914.0,76195.0,50663.0
2020-01-01,Switzerland,1282671.0,5659192.0,1643835.0,89644.0,71192.0,49226.0
2021-01-01,Switzerland,1296369.0,5678483.0,1678524.0,89673.0,72598.0,53859.0
2022-01-01,Switzerland,1310909.0,5695040.0,1718361.0,89613.0,73995.0,53476.0
1991-01-01,Trinidad and Tobago,402543.0,743606.0,75056.0,23064.0,8391.0,-6625.0
1992-01-01,Trinidad and Tobago,398848.0,753736.0,76669.0,21094.0,8512.0,-5293.0
1993-01-01,Trinidad and Tobago,393786.0,764543.0,78213.0,19682.0,8603.0,-5588.0
1994-01-01,Trinidad and Tobago,386127.0,776259.0,79647.0,19258.0,8710.0,-6074.0
1995-01-01,Trinidad and Tobago,376925.0,788629.0,80953.0,17992.0,8819.0,-5652.0
1996-01-01,Trinidad and Tobago,366907.0,800982.0,82139.0,18452.0,8936.0,-6510.0
1997-01-01,Trinidad and Tobago,355103.0,814695.0,83236.0,17898.0,9061.0,-5999.0
1998-01-01,Trinidad and Tobago,342667.0,828883.0,84322.0,18321.0,9203.0,-6480.0
1999-01-01,Trinidad and Tobago,330499.0,842534.0,85477.0,18160.0,9350.0,-6185.0
2000-01-01,Trinidad and Tobago,318065.0,856300.0,86770.0,18078.0,9508.0,-4048.0
2001-01-01,Trinidad and Tobago,306305.0,870992.0,88360.0,16990.0,9665.0,-1373.0
2002-01-01,Trinidad and Tobago,296944.0,884390.0,90275.0,18014.0,9837.0,-2422.0
2003-01-01,Trinidad and Tobago,289493.0,895522.0,92349.0,17703.0,10020.0,-1749.0
2004-01-01,Trinidad and Tobago,283914.0,904847.0,94537.0,17264.0,10017.0,-1778.0
2005-01-01,Trinidad and Tobago,279027.0,912859.0,96881.0,18090.0,10040.0,-2397.0
2006-01-01,Trinidad and Tobago,275379.0,919607.0,99434.0,18889.0,10089.0,-2371.0
2007-01-01,Trinidad and Tobago,272861.0,925755.0,102233.0,19888.0,10151.0,-2464.0
2008-01-01,Trinidad and Tobago,271740.0,931038.0,105344.0,17949.0,10195.0,-1005.0
2009-01-01,Trinidad and Tobago,271674.0,934368.0,108829.0,19306.0,10254.0,-2644.0
2010-01-01,Trinidad and Tobago,272083.0,936439.0,112757.0,18575.0,10343.0,-1586.0
2011-01-01,Trinidad and Tobago,273501.0,937279.0,117145.0,18922.0,10432.0,-2099.0
2012-01-01,Trinidad and Tobago,274989.0,937390.0,121937.0,18959.0,10538.0,-1882.0
2013-01-01,Trinidad and Tobago,276584.0,937181.0,127090.0,19122.0,10650.0,-1890.0
2014-01-01,Trinidad and Tobago,278200.0,936728.0,132509.0,18281.0,10762.0,-1336.0
2015-01-01,Trinidad and Tobago,279132.0,936350.0,138138.0,18142.0,10888.0,-1627.0
2016-01-01,Trinidad and Tobago,279247.0,936065.0,143935.0,16569.0,11017.0,165.0
2017-01-01,Trinidad and Tobago,279304.0,935779.0,149881.0,16217.0,11177.0,19730.0
2018-01-01,Trinidad and Tobago,282911.0,950697.0,156126.0,16133.0,11341.0,10897.0
2019-01-01,Trinidad and Tobago,283197.0,959599.0,162627.0,15676.0,11495.0,-8780.0
2020-01-01,Trinidad and Tobago,279354.0,952159.0,169311.0,15415.0,11631.0,-1103.0
2021-01-01,Trinidad and Tobago,276685.0,950554.0,176266.0,15164.0,11776.0,-1247.0
2022-01-01,Trinidad and Tobago,272911.0,949326.0,183409.0,14951.0,11929.0,-1208.0
1991-01-01,Turks and Caicos Islands,3711.0,7840.0,589.0,400.0,64.0,322.0
1992-01-01,Turks and Caicos Islands,3928.0,8270.0,600.0,409.0,82.0,360.0
1993-01-01,Turks and Caicos Islands,4160.0,8705.0,620.0,418.0,78.0,374.0
1994-01-01,Turks and Caicos Islands,4396.0,9171.0,632.0,426.0,93.0,408.0
1995-01-01,Turks and Caicos Islands,4639.0,9654.0,647.0,435.0,70.0,414.0
1996-01-01,Turks and Caicos Islands,4891.0,10164.0,664.0,445.0,70.0,448.0
1997-01-01,Turks and Caicos Islands,5146.0,10712.0,684.0,455.0,31.0,454.0
1998-01-01,Turks and Caicos Islands,5411.0,11293.0,716.0,465.0,50.0,507.0
1999-01-01,Turks and Caicos Islands,5686.0,11908.0,748.0,475.0,85.0,539.0
2000-01-01,Turks and Caicos Islands,5957.0,12543.0,771.0,482.0,88.0,550.0
2001-01-01,Turks and Caicos Islands,6229.0,13203.0,783.0,485.0,61.0,767.0
2002-01-01,Turks and Caicos Islands,6527.0,14078.0,801.0,496.0,93.0,1110.0
2003-01-01,Turks and Caicos Islands,6862.0,15222.0,835.0,518.0,59.0,1572.0
2004-01-01,Turks and Caicos Islands,7256.0,16782.0,912.0,553.0,68.0,2153.0
2005-01-01,Turks and Caicos Islands,7741.0,18817.0,1030.0,592.0,93.0,2492.0
2006-01-01,Turks and Caicos Islands,8158.0,21256.0,1165.0,632.0,148.0,2841.0
2007-01-01,Turks and Caicos Islands,8619.0,23980.0,1305.0,671.0,83.0,3113.0
2008-01-01,Turks and Caicos Islands,9128.0,27001.0,1476.0,740.0,94.0,2720.0
2009-01-01,Turks and Caicos Islands,9591.0,29730.0,1650.0,776.0,103.0,1570.0
2010-01-01,Turks and Caicos Islands,9908.0,31534.0,1772.0,795.0,111.0,944.0
2011-01-01,Turks and Caicos Islands,10153.0,32830.0,1859.0,809.0,118.0,846.0
2012-01-01,Turks and Caicos Islands,10394.0,34036.0,1949.0,817.0,127.0,751.0
2013-01-01,Turks and Caicos Islands,10618.0,35170.0,2032.0,821.0,136.0,652.0
2014-01-01,Turks and Caicos Islands,10836.0,36196.0,2125.0,819.0,144.0,554.0
2015-01-01,Turks and Caicos Islands,11046.0,37107.0,2233.0,816.0,153.0,506.0
2016-01-01,Turks and Caicos Islands,11236.0,37966.0,2353.0,813.0,162.0,505.0
2017-01-01,Turks and Caicos Islands,11423.0,38791.0,2497.0,808.0,172.0,507.0
2018-01-01,Turks and Caicos Islands,11606.0,39594.0,2654.0,803.0,182.0,507.0
2019-01-01,Turks and Caicos Islands,11789.0,40369.0,2824.0,797.0,192.0,508.0
2020-01-01,Turks and Caicos Islands,11942.0,41158.0,2995.0,793.0,198.0,506.0
2021-01-01,Turks and Caicos Islands,12079.0,41929.0,3188.0,789.0,204.0,505.0
2022-01-01,Turks and Caicos Islands,12195.0,42707.0,3384.0,786.0,209.0,504.0
1991-01-01,United Kingdom,11047549.0,37446435.0,9079630.0,780799.0,634238.0,15764.0
1992-01-01,United Kingdom,11171319.0,37443652.0,9120968.0,761526.0,658481.0,15258.0
1993-01-01,United Kingdom,11269679.0,37445573.0,9138990.0,750480.0,627636.0,28600.0
1994-01-01,United Kingdom,11319718.0,37524445.0,9161523.0,731882.0,645493.0,94728.0
1995-01-01,United Kingdom,11323054.0,37673214.0,9190535.0,733163.0,636024.0,60624.0
1996-01-01,United Kingdom,11310764.0,37814378.0,9219424.0,726622.0,629746.0,52630.0
1997-01-01,United Kingdom,11314950.0,37938877.0,9240245.0,716888.0,629172.0,98579.0
1998-01-01,United Kingdom,11326729.0,38105570.0,9248068.0,699976.0,632062.0,161401.0
1999-01-01,United Kingdom,11319197.0,38341668.0,9248817.0,679029.0,608366.0,159624.0
2000-01-01,United Kingdom,11271711.0,38595674.0,9272584.0,669123.0,602268.0,167903.0
2001-01-01,United Kingdom,11198247.0,38859027.0,9317453.0,668777.0,608045.0,166061.0
2002-01-01,United Kingdom,11110471.0,39121581.0,9369468.0,695549.0,612085.0,138634.0
2003-01-01,United Kingdom,11013770.0,39386405.0,9423443.0,715996.0,584791.0,172129.0
2004-01-01,United Kingdom,10943736.0,39693481.0,9489735.0,722549.0,582964.0,220809.0
2005-01-01,United Kingdom,10870712.0,40061097.0,9555537.0,748563.0,572224.0,183123.0
2006-01-01,United Kingdom,10814165.0,40437351.0,9595292.0,772245.0,574680.0,204887.0
2007-01-01,United Kingdom,10793933.0,40779684.0,9675643.0,794357.0,572378.0,185791.0
2008-01-01,United Kingdom,10806123.0,41027788.0,9823119.0,790184.0,552626.0,155209.0
2009-01-01,United Kingdom,10843588.0,41203457.0,10002752.0,807250.0,554064.0,199507.0
2010-01-01,United Kingdom,10905237.0,41400103.0,10197150.0,807730.0,544492.0,228466.0
2011-01-01,United Kingdom,10984775.0,41598432.0,10410987.0,812925.0,560518.0,201498.0
2012-01-01,United Kingdom,11066409.0,41615762.0,10765928.0,778786.0,567861.0,213709.0
2013-01-01,United Kingdom,11141609.0,41661985.0,11069139.0,776292.0,561801.0,259225.0
2014-01-01,United Kingdom,11215692.0,41816807.0,11313950.0,777157.0,593006.0,337757.0
2015-01-01,United Kingdom,11311076.0,42035806.0,11521475.0,774818.0,587936.0,289045.0
2016-01-01,United Kingdom,11418663.0,42229473.0,11696148.0,755041.0,597450.0,281194.0
2017-01-01,United Kingdom,11519495.0,42405552.0,11858022.0,731204.0,606281.0,288409.0
2018-01-01,United Kingdom,11585397.0,42594367.0,12016637.0,712656.0,594974.0,289684.0
2019-01-01,United Kingdom,11606778.0,42811332.0,12185657.0,720116.0,601510.0,300482.0
2020-01-01,United Kingdom,11609445.0,43057458.0,12355952.0,726232.0,607882.0,277918.0
2021-01-01,United Kingdom,11600223.0,43278232.0,12540668.0,731655.0,614724.0,255346.0
2022-01-01,United Kingdom,11570867.0,43465046.0,12755487.0,736002.0,621728.0,232810.0
1991-01-01,Uruguay,793185.0,1932502.0,373023.0,54186.0,30008.0,-11457.0
1992-01-01,Uruguay,789449.0,1941757.0,380225.0,55953.0,31616.0,-11937.0
1993-01-01,Uruguay,786325.0,1950740.0,386766.0,55990.0,30209.0,-12580.0
1994-01-01,Uruguay,784363.0,1959570.0,393099.0,55664.0,31715.0,-10942.0
1995-01-01,Uruguay,782918.0,1967887.0,399234.0,58862.0,30888.0,-13871.0
1996-01-01,Uruguay,784000.0,1975271.0,404871.0,58032.0,30459.0,-10791.0
1997-01-01,Uruguay,788605.0,1981462.0,410857.0,54760.0,32082.0,-7677.0
1998-01-01,Uruguay,793683.0,1986085.0,416157.0,54055.0,32430.0,-9599.0
1999-01-01,Uruguay,799585.0,1988356.0,420010.0,52770.0,30456.0,-10469.0
2000-01-01,Uruguay,801750.0,1994334.0,423712.0,51959.0,31228.0,-9333.0
2001-01-01,Uruguay,800981.0,2002945.0,427268.0,51953.0,31628.0,-9922.0
2002-01-01,Uruguay,799932.0,2011681.0,429984.0,50631.0,32587.0,-8985.0
2003-01-01,Uruguay,797870.0,2020693.0,432093.0,50052.0,32222.0,-10018.0
2004-01-01,Uruguay,793695.0,2030743.0,434030.0,46944.0,32319.0,-8179.0
2005-01-01,Uruguay,786782.0,2041985.0,436147.0,47410.0,31056.0,-9958.0
2006-01-01,Uruguay,778961.0,2053623.0,438726.0,46829.0,31108.0,-8089.0
2007-01-01,Uruguay,772323.0,2064817.0,441802.0,46230.0,31157.0,-7394.0
2008-01-01,Uruguay,764582.0,2077141.0,444898.0,45614.0,31208.0,-6698.0
2009-01-01,Uruguay,755457.0,2090828.0,448044.0,45039.0,31259.0,-6031.0
2010-01-01,Uruguay,745942.0,2104822.0,451314.0,44757.0,31312.0,-5532.0
2011-01-01,Uruguay,734612.0,2120593.0,454786.0,44465.0,31362.0,-4929.0
2012-01-01,Uruguay,721795.0,2137883.0,458487.0,44164.0,31404.0,-4328.0
2013-01-01,Uruguay,710698.0,2153478.0,462421.0,43885.0,31441.0,-3742.0
2014-01-01,Uruguay,701241.0,2167443.0,466615.0,43612.0,31469.0,-3149.0
2015-01-01,Uruguay,692462.0,2180774.0,471057.0,43570.0,31492.0,-2967.0
2016-01-01,Uruguay,684548.0,2193054.0,475802.0,43549.0,31510.0,-2981.0
2017-01-01,Uruguay,676977.0,2204498.0,480987.0,43520.0,31526.0,-2978.0
2018-01-01,Uruguay,670009.0,2214692.0,486777.0,43511.0,31543.0,-2986.0
2019-01-01,Uruguay,663893.0,2223241.0,493326.0,43394.0,31560.0,-2933.0
2020-01-01,Uruguay,659424.0,2229279.0,500658.0,43331.0,31408.0,-3045.0
2021-01-01,Uruguay,656059.0,2233390.0,508790.0,43300.0,31274.0,-3052.0
2022-01-01,Uruguay,652618.0,2236907.0,517688.0,43231.0,31156.0,-3024.0
